PGD ID	PGD Type	Meteorite	Technique	12C/13C	14N/15N	d(29Si/28Si)	d(30Si/28Si)
SiC-1996-HOP-000092	Y	Murchison	U Bern 3f	111.9	5914		
SiC-1996-HOP-000093	M	Murchison	U Bern 3f	48.8	4018		
SiC-1996-HOP-000094	M	Murchison	U Bern 3f	31.2	6734		
SiC-1996-HOP-000095	M	Murchison	U Bern 3f	47.2	4840		
SiC-1996-HOP-000096	AB	Murchison	U Bern 3f	5.1	1580		
SiC-1996-HOP-000097	M	Murchison	U Bern 3f	50.6	8269		
SiC-1996-HOP-000098	M	Murchison	U Bern 3f	95.6	909		
SiC-1996-HOP-000099	M	Murchison	U Bern 3f	36.1	4066		
SiC-1996-HOP-000100	M	Murchison	U Bern 3f	54.6	2822		
SiC-1996-HOP-000101	M	Murchison	U Bern 3f	51.6	5838		
SiC-1996-HOP-000102	M	Murchison	U Bern 3f	64.2	9316		
SiC-1996-HOP-000103	M	Murchison	U Bern 3f	65.3	3706		
SiC-1996-HOP-000104	M	Murchison	U Bern 3f	41.1	14304		
SiC-1996-HOP-000105	M	Murchison	U Bern 3f	31.3	2217		
SiC-1996-HOP-000106	M	Murchison	U Bern 3f	64.3	5387		
SiC-1996-HOP-000107	AB	Murchison	U Bern 3f	9.0	1511		
SiC-1996-HOP-000108	M	Murchison	U Bern 3f	53.8	3937		
SiC-1996-HOP-000109	M	Murchison	U Bern 3f	40.3	598		
SiC-1996-HOP-000110	M	Murchison	U Bern 3f	56.2	1090		
SiC-1996-HOP-000111	AB	Murchison	U Bern 3f	3.1	89		
SiC-1996-HOP-000112	M	Murchison	U Bern 3f	61.4	1626		
SiC-1996-HOP-000113	M	Murchison	U Bern 3f	41.3	4626		
SiC-1996-HOP-000114	M	Murchison	U Bern 3f	68.9	1363		
SiC-1996-HOP-000115	M	Murchison	U Bern 3f	40.2	464		
SiC-1996-HOP-000116	M	Murchison	U Bern 3f	16.6	14318		
SiC-1996-HOP-000117	M	Murchison	U Bern 3f	52.7	2033		
SiC-1996-HOP-000118	M	Murchison	U Bern 3f	61.1	1909		
SiC-1996-HOP-000119	AB	Murchison	U Bern 3f	2.8	58		
SiC-1996-HOP-000120	M	Murchison	U Bern 3f	39.9	2376		
SiC-1996-HOP-000121	M	Murchison	U Bern 3f	43.0	4928		
SiC-1996-HOP-000122	M	Murchison	U Bern 3f	42.7	1179		
SiC-1996-HOP-000123	M	Murchison	U Bern 3f	38.3	6539		
SiC-1996-HOP-000124	M	Murchison	U Bern 3f	77.2	2784		
SiC-1996-HOP-000125	X	Murchison	U Bern 3f	47.6	48		
SiC-1996-HOP-000126	M	Murchison	U Bern 3f	37.9	649		
SiC-1996-HOP-000127	Y	Murchison	U Bern 3f	127.9	3127		
SiC-1996-HOP-000128	Y	Murchison	U Bern 3f	136.2	3470		
SiC-1996-HOP-000129	M	Murchison	U Bern 3f	51.7	2449		
SiC-1996-HOP-000130	Y	Murchison	U Bern 3f	112.0	608		
SiC-1996-HOP-000131	M	Murchison	U Bern 3f	49.6	3250		
SiC-1996-HOP-000132	M	Murchison	U Bern 3f	60.1	5656		
SiC-1996-HOP-000133	M	Murchison	U Bern 3f	62.0	2672		
SiC-1996-HOP-000134	M	Murchison	U Bern 3f	31.0	2166		
SiC-1996-HOP-000135	Y	Murchison	U Bern 3f	110.1	5474		
SiC-1996-HOP-000136	M	Murchison	U Bern 3f	64.0	3789		
SiC-1996-HOP-000137	M	Murchison	U Bern 3f	46.1	2032		
SiC-1996-HOP-000138	X	Murchison	U Bern 3f	154.0	152		
SiC-1996-HOP-000139	M	Murchison	U Bern 3f	61.2	3388		
SiC-1996-HOP-000140	M	Murchison	U Bern 3f	55.6	2438		
SiC-1996-HOP-000141	M	Murchison	U Bern 3f	53.2	1498		
SiC-1996-HOP-000142	M	Murchison	U Bern 3f	62.1	4251		
SiC-1996-HOP-000143	M	Murchison	U Bern 3f	75.7	5028		
SiC-1996-HOP-000144	M	Murchison	U Bern 3f	29.8	8978		
SiC-1996-HOP-000145	M	Murchison	U Bern 3f	45.7	1219		
SiC-1996-HOP-000146	M	Murchison	U Bern 3f	54.5	4634		
SiC-1996-HOP-000147	M	Murchison	U Bern 3f	53.0	197		
SiC-1996-HOP-000148	M	Murchison	U Bern 3f	41.8	3063		
SiC-1996-HOP-000149	M	Murchison	U Bern 3f	58.6	8475		
SiC-1996-HOP-000150	M	Murchison	U Bern 3f	67.2	1938		
SiC-1996-HOP-000151	M	Murchison	U Bern 3f	38.4	4982		
SiC-1996-HOP-000152	M	Murchison	U Bern 3f	59.9	3363		
SiC-1996-HOP-000153	M	Murchison	U Bern 3f	52.0	7313		
SiC-1996-HOP-000154	M	Murchison	U Bern 3f	34.0	3892		
SiC-1996-HOP-000155	M	Murchison	U Bern 3f	55.5	261		
SiC-1996-HOP-000156	M	Murchison	U Bern 3f	35.8	19023		
SiC-1996-HOP-000157	M	Murchison	U Bern 3f	20.0	3297		
SiC-1996-HOP-000158	M	Murchison	U Bern 3f	70.5	2531		
SiC-1996-HOP-000159	X	Murchison	U Bern 3f	73.4	93		
SiC-1996-HOP-000160	M	Murchison	U Bern 3f	75.0	4141		
SiC-1996-HOP-000161	M	Murchison	U Bern 3f	69.5	3533		
SiC-1996-HOP-000162	X	Murchison	U Bern 3f	96.8	175		
SiC-1996-HOP-000163	M	Murchison	U Bern 3f	49.6	7197		
SiC-1996-HOP-000164	AB	Murchison	U Bern 3f	4.0	292		
SiC-1996-HOP-000165	Y	Murchison	U Bern 3f	131.7	996		
SiC-1996-HOP-000166	M	Murchison	U Bern 3f	59.7	4858		
SiC-1996-HOP-000167	M	Murchison	U Bern 3f	58.1	4438		
SiC-1996-HOP-000168	Y	Murchison	U Bern 3f	119.0	2574		
SiC-1996-HOP-000169	M	Murchison	U Bern 3f	27.9	715		
SiC-1996-HOP-000170	X	Murchison	U Bern 3f	91.6	49		
SiC-1996-HOP-000171	M	Murchison	U Bern 3f	49.0	1918		
SiC-1996-HOP-000172	Y	Murchison	U Bern 3f	104.6	2710		
SiC-1996-HOP-000173	M	Murchison	U Bern 3f	66.6	1863		
SiC-1996-HOP-000174	AB	Murchison	U Bern 3f	8.6	1501		
SiC-1996-HOP-000175	M	Murchison	U Bern 3f	48.2	1927		
SiC-1996-HOP-000176	M	Murchison	U Bern 3f	65.1	2039		
SiC-1996-HOP-000177	M	Murchison	U Bern 3f	53.4	1875		
SiC-1996-HOP-000178	M	Murchison	U Bern 3f	46.0	1003		
SiC-1996-HOP-000179	M	Murchison	U Bern 3f	67.1	1559		
SiC-1996-HOP-000180	M	Murchison	U Bern 3f	63.2	3837		
SiC-1996-HOP-000181	M	Murchison	U Bern 3f	61.3	3617		
SiC-1996-HOP-000182	AB	Murchison	U Bern 3f	9.4	3285		
SiC-1996-HOP-000183	M	Murchison	U Bern 3f	61.4	2720		
SiC-1996-HOP-000184	M	Murchison	U Bern 3f	50.7	1674		
SiC-1996-HOP-000185	M	Murchison	U Bern 3f	47.2	2704		
SiC-1996-HOP-000186	M	Murchison	U Bern 3f	73.0	5376		
SiC-1996-HOP-000187	M	Murchison	U Bern 3f	70.0	1990		
SiC-1996-HOP-000188	M	Murchison	U Bern 3f	47.9	6477		
SiC-1996-HOP-000189	M	Murchison	U Bern 3f	91.6	2427		
SiC-1996-HOP-000190	M	Murchison	U Bern 3f	91.6	3102		
SiC-1996-HOP-000191	M	Murchison	U Bern 3f	60.6	6018		
SiC-1996-HOP-000192	Y	Murchison	U Bern 3f	155.2	3584		
SiC-1996-HOP-000193	M	Murchison	U Bern 3f	43.7	2145		
SiC-1996-HOP-000194	M	Murchison	U Bern 3f	59.2	470		
SiC-1996-HOP-000195	AB	Murchison	U Bern 3f	4.1	331		
SiC-1996-HOP-000196	M	Murchison	U Bern 3f	58.1	2256		
SiC-1996-HOP-000197	M	Murchison	U Bern 3f	93.7	3120		
SiC-1996-HOP-000198	M	Murchison	U Bern 3f	35.2	3098		
SiC-1996-HOP-000199	M	Murchison	U Bern 3f	38.9	1739		
SiC-1996-HOP-000200	M	Murchison	U Bern 3f	59.8	9316		
SiC-1996-HOP-000201	M	Murchison	U Bern 3f	60.5		75.0	64.6
SiC-1996-HOP-000202	M	Murchison	U Bern 3f	16.8		-10.5	87.7
SiC-1996-HOP-000203	M	Murchison	U Bern 3f	70.7		30.2	77.9
SiC-1996-HOP-000204	M	Murchison	U Bern 3f	54.3		43.6	69.5
SiC-1996-HOP-000205	M	Murchison	U Bern 3f	44.4		81.4	50.3
SiC-1996-HOP-000206	M	Murchison	U Bern 3f	45.2		-35.8	-32.9
SiC-1996-HOP-000207	M	Murchison	U Bern 3f	74.5		53.4	37.0
SiC-1996-HOP-000208	M	Murchison	U Bern 3f	85.4		18.3	34.3
SiC-1996-HOP-000209	M	Murchison	U Bern 3f	43.8		47.5	48.4
SiC-1996-HOP-000210	M	Murchison	U Bern 3f	51.3		46.8	75.4
SiC-1996-HOP-000211	M	Murchison	U Bern 3f	38.4		93.5	69.4
SiC-1996-HOP-000212	M	Murchison	U Bern 3f	63.7		-19.7	23.4
SiC-1996-HOP-000213	M	Murchison	U Bern 3f	51.8		24.4	46.2
SiC-1996-HOP-000214	M	Murchison	U Bern 3f	65.3		42.6	36.2
SiC-1996-HOP-000215	M	Murchison	U Bern 3f	87.6		63.8	153.9
SiC-1996-HOP-000216	Z	Murchison	U Bern 3f	39.2		1.9	200.9
SiC-1996-HOP-000217	M	Murchison	U Bern 3f	48.8		17.3	23.4
SiC-1996-HOP-000218	M	Murchison	U Bern 3f	94.4		-29.4	24.8
SiC-1996-HOP-000219	M	Murchison	U Bern 3f	72.7		58.9	19.5
SiC-1996-HOP-000220	M	Murchison	U Bern 3f	63.0		51.5	42.0
SiC-1996-HOP-000221	M	Murchison	U Bern 3f	74.0		31.8	40.0
SiC-1996-HOP-000222	M	Murchison	U Bern 3f	58.5		117.2	120.7
SiC-1996-HOP-000223	M	Murchison	U Bern 3f	42.3		59.2	80.7
SiC-1996-HOP-000224	AB	Murchison	U Bern 3f	11.7		-4.3	7.6
SiC-1996-HOP-000225	Y	Murchison	U Bern 3f	101.8		18.0	57.8
SiC-1996-HOP-000226	M	Murchison	U Bern 3f	91.5		33.2	35.7
SiC-1996-HOP-000227	M	Murchison	U Bern 3f	77.8		82.6	86.0
SiC-1996-HOP-000228	M	Murchison	U Bern 3f	53.9		57.1	54.9
SiC-1996-HOP-000229	M	Murchison	U Bern 3f	60.3		55.2	50.9
SiC-1996-HOP-000230	M	Murchison	U Bern 3f	89.0		-14.4	32.6
SiC-1996-HOP-000231	M	Murchison	U Bern 3f	29.7		86.7	202.1
SiC-1996-HOP-000232	M	Murchison	U Bern 3f	82.6		9.7	42.8
SiC-1996-HOP-000233	M	Murchison	U Bern 3f	65.0		73.3	51.5
SiC-1996-HOP-000234	Y	Murchison	U Bern 3f	183.6		-2.0	45.7
SiC-1996-HOP-000235	M	Murchison	U Bern 3f	58.1		73.6	85.7
SiC-1996-HOP-000236	M	Murchison	U Bern 3f	47.8		111.6	108.5
SiC-1996-HOP-000237	M	Murchison	U Bern 3f	79.6		24.3	8.7
SiC-1996-HOP-000238	M	Murchison	U Bern 3f	26.6		58.3	49.3
SiC-1996-HOP-000239	M	Murchison	U Bern 3f	56.6		35.2	56.2
SiC-1996-HOP-000240	Y	Murchison	U Bern 3f	100.7		1.7	24.2
SiC-1996-HOP-000241	M	Murchison	U Bern 3f	90.1		48.7	43.5
SiC-1996-HOP-000242	AB	Murchison	U Bern 3f	3.3		65.4	39.1
SiC-1996-HOP-000243	M	Murchison	U Bern 3f	47.2		35.3	51.7
SiC-1996-HOP-000244	M	Murchison	U Bern 3f	62.4		5.8	39.1
SiC-1996-HOP-000245	M	Murchison	U Bern 3f	97.3		3.3	12.9
SiC-1996-HOP-000246	M	Murchison	U Bern 3f	68.1		31.8	-2.8
SiC-1996-HOP-000247	M	Murchison	U Bern 3f	86.6		31.6	26.1
SiC-1996-HOP-000248	M	Murchison	U Bern 3f	51.9		60.2	63.0
SiC-1996-HOP-000249	M	Murchison	U Bern 3f	58.4		14.3	28.2
SiC-1996-HOP-000250	M	Murchison	U Bern 3f	60.4		52.8	46.9
SiC-1996-HOP-000251	M	Murchison	U Bern 3f	84.4		46.1	67.4
SiC-1996-HOP-000252	M	Murchison	U Bern 3f	63.5		49.9	52.1
SiC-1996-HOP-000253	AB	Murchison	U Bern 3f	5.4		64.8	77.9
SiC-1996-HOP-000254	M	Murchison	U Bern 3f	51.9		17.7	60.1
SiC-1996-HOP-000255	M	Murchison	U Bern 3f	47.8		-71.1	-10.4
SiC-1996-HOP-000256	M	Murchison	U Bern 3f	70.5		55.2	64.2
SiC-1996-HOP-000257	M	Murchison	U Bern 3f	54.0		42.6	37.7
SiC-1996-HOP-000258	M	Murchison	U Bern 3f	66.7		18.2	-0.6
SiC-1996-HOP-000259	M	Murchison	U Bern 3f	85.2		-20.8	34.5
SiC-1996-HOP-000260	AB	Murchison	U Bern 3f	10.9		30.1	81.2
SiC-1996-HOP-000261	M	Murchison	U Bern 3f	61.2		37.5	11.7
SiC-1996-HOP-000262	M	Murchison	U Bern 3f	65.9		-11.0	22.0
SiC-1996-HOP-000263	M	Murchison	U Bern 3f	42.5		83.2	188.4
SiC-1996-HOP-000264	M	Murchison	U Bern 3f	57.2		60.1	48.4
SiC-1996-HOP-000265	M	Murchison	U Bern 3f	49.4		95.7	177.9
SiC-1996-HOP-000266	AB	Murchison	U Bern 3f	2.8		-7.9	-15.0
SiC-1996-HOP-000267	M	Murchison	U Bern 3f	52.4		90.0	84.2
SiC-1996-HOP-000268	M	Murchison	U Bern 3f	58.1		86.4	65.2
SiC-1996-HOP-000269	M	Murchison	U Bern 3f	83.2		6.7	-11.7
SiC-1996-HOP-000270	M	Murchison	U Bern 3f	88.2		7.6	19.3
SiC-1996-HOP-000271	M	Murchison	U Bern 3f	21.1		-24.5	51.2
SiC-1996-HOP-000272	M	Murchison	U Bern 3f	68.6		-19.2	43.5
SiC-1996-HOP-000273	M	Murchison	U Bern 3f	43.5		62.0	72.5
SiC-1996-HOP-000274	M	Murchison	U Bern 3f	72.2		32.4	56.8
SiC-1996-HOP-000275	M	Murchison	U Bern 3f	31.3		53.5	51.2
SiC-1996-HOP-000276	M	Murchison	U Bern 3f	33.9		44.8	50.0
SiC-1996-HOP-000277	M	Murchison	U Bern 3f	71.2		-4.8	-2.4
SiC-1996-HOP-000278	M	Murchison	U Bern 3f	52.5		65.6	78.6
SiC-1996-HOP-000279	M	Murchison	U Bern 3f	53.3		38.1	50.0
SiC-1996-HOP-000280	M	Murchison	U Bern 3f	83.3		15.7	51.8
SiC-1996-HOP-000281	M	Murchison	U Bern 3f	74.8		66.8	47.4
SiC-1996-HOP-000282	M	Murchison	U Bern 3f	42.7		68.9	32.7
SiC-1996-HOP-000283	M	Murchison	U Bern 3f	69.8		-2.2	10.4
SiC-1996-HOP-000284	M	Murchison	U Bern 3f	52.2		102.3	104.9
SiC-1996-HOP-000285	Y	Murchison	U Bern 3f	107.8		-7.2	50.9
SiC-1996-HOP-000286	M	Murchison	U Bern 3f	64.1		69.4	61.2
SiC-1996-HOP-000287	M	Murchison	U Bern 3f	44.7		-32.0	-9.0
SiC-1996-HOP-000288	M	Murchison	U Bern 3f	66.2		37.6	16.7
SiC-1996-HOP-000289	M	Murchison	U Bern 3f	36.8		-12.7	74.2
SiC-1996-HOP-000290	M	Murchison	U Bern 3f	37.0		239.1	88.9
SiC-1996-HOP-000291	M	Murchison	U Bern 3f	49.2		-57.1	14.0
SiC-1996-HOP-000292	Y	Murchison	U Bern 3f	196.7		52.2	213.0
SiC-1996-HOP-000293	M	Murchison	U Bern 3f	43.7		65.8	103.3
SiC-1996-HOP-000294	M	Murchison	U Bern 3f	52.5		41.2	28.0
SiC-1996-HOP-000295	M	Murchison	U Bern 3f	47.1		148.7	98.9
SiC-1996-HOP-000296	M	Murchison	U Bern 3f	34.5		65.3	116.2
SiC-1996-HOP-000297	M	Murchison	U Bern 3f	63.9		-0.6	19.6
SiC-1996-HOP-000298	M	Murchison	U Bern 3f	76.5		3.3	-7.5
SiC-1996-HOP-000299	M	Murchison	U Bern 3f	51.0		95.4	71.9
SiC-1996-HOP-000300	Z	Murchison	U Bern 3f	47.0		-104.2	109.1
SiC-1996-HOP-000301	M	Murchison	U Bern 3f	54.2		65.1	100.3
SiC-1996-HOP-000302	Z	Murchison	U Bern 3f	40.4		-2.2	70.5
SiC-1996-HOP-000303	M	Murchison	U Bern 3f	74.3		23.2	35.5
SiC-1996-HOP-000304	AB	Murchison	U Bern 3f	7.9		-24.4	34.3
SiC-1996-HOP-000305	M	Murchison	U Bern 3f	47.4		107.1	74.3
SiC-1996-HOP-000306	M	Murchison	U Bern 3f	73.7		-1.0	35.4
SiC-1996-HOP-000307	M	Murchison	U Bern 3f	49.9		104.2	104.3
SiC-1996-HOP-000308	M	Murchison	U Bern 3f	50.9		41.7	47.0
SiC-1996-HOP-000309	M	Murchison	U Bern 3f	59.8		92.9	47.3
SiC-1996-HOP-000310	M	Murchison	U Bern 3f	58.4		101.3	101.6
SiC-1996-HOP-000311	Y	Murchison	U Bern 3f	198.0		30.5	75.9
SiC-1996-HOP-000312	M	Murchison	U Bern 3f	60.3		64.1	63.1
SiC-1996-HOP-000313	M	Murchison	U Bern 3f	50.1		99.2	87.0
SiC-1996-HOP-000314	M	Murchison	U Bern 3f	57.3		34.8	54.2
SiC-1996-HOP-000315	X	Murchison	U Bern 3f	270.2		-291.9	-394.6
SiC-1996-HOP-000316	M	Murchison	U Bern 3f	50.8		111.9	87.9
SiC-1996-HOP-000317	Y	Murchison	U Bern 3f	108.1		177.1	86.9
SiC-1996-HOP-000318	M	Murchison	U Bern 3f	45.0		52.1	51.7
SiC-1996-HOP-000319	M	Murchison	U Bern 3f	45.9		64.0	72.8
SiC-1996-HOP-000320	M	Murchison	U Bern 3f	54.6		9.9	14.3
SiC-1996-HOP-000321	M	Murchison	U Bern 3f	68.5		54.9	18.8
SiC-1996-HOP-000322	AB	Murchison	U Bern 3f	7.4		192.0	130.3
SiC-1996-HOP-000323	M	Murchison	U Bern 3f	51.7		73.3	58.5
SiC-1996-HOP-000324	M	Murchison	U Bern 3f	69.2		5.8	42.9
SiC-1996-HOP-000325	M	Murchison	U Bern 3f	71.5		78.1	25.4
SiC-1996-HOP-000326	M	Murchison	U Bern 3f	48.1		-10.7	1.6
SiC-1996-HOP-000327	M	Murchison	U Bern 3f	16.6		70.3	76.1
SiC-1996-HOP-000328	M	Murchison	U Bern 3f	78.6		1.3	-2.5
SiC-1996-HOP-000329	M	Murchison	U Bern 3f	83.2		1.8	44.1
SiC-1996-HOP-000330	M	Murchison	U Bern 3f	39.8		9.3	13.7
SiC-1996-HOP-000331	M	Murchison	U Bern 3f	69.5		65.4	44.8
SiC-1996-HOP-000332	M	Murchison	U Bern 3f	66.4		31.3	-27.8
SiC-1996-HOP-000333	M	Murchison	U Bern 3f	75.4		43.1	7.9
SiC-1996-HOP-000334	M	Murchison	U Bern 3f	49.5		136.2	97.7
SiC-1996-HOP-000335	M	Murchison	U Bern 3f	27.2		174.5	122.0
SiC-1996-HOP-000336	M	Murchison	U Bern 3f	57.3		81.1	34.3
SiC-1996-HOP-000337	M	Murchison	U Bern 3f	42.8		178.9	118.2
SiC-1996-HOP-000338	M	Murchison	U Bern 3f	48.1		122.5	64.9
SiC-1996-HOP-000339	M	Murchison	U Bern 3f	60.1		71.3	72.1
SiC-1996-HOP-000340	M	Murchison	U Bern 3f	72.3		44.4	55.2
SiC-1996-HOP-000341	M	Murchison	U Bern 3f	53.5		47.1	98.0
SiC-1996-HOP-000342	M	Murchison	U Bern 3f	55.8		114.3	79.0
SiC-1996-HOP-000343	Y	Murchison	U Bern 3f	103.3		-17.7	-16.9
SiC-1996-HOP-000344	M	Murchison	U Bern 3f	96.2		95.3	123.0
SiC-1996-HOP-000345	M	Murchison	U Bern 3f	67.3		28.8	23.7
SiC-1996-HOP-000346	M	Murchison	U Bern 3f	60.3		73.8	82.9
SiC-1996-HOP-000347	AB	Murchison	U Bern 3f	2.3		-44.3	49.4
SiC-1996-HOP-000348	M	Murchison	U Bern 3f	97.5		-9.1	-12.3
SiC-1996-HOP-000349	Z	Murchison	U Bern 3f	51.0		51.6	160.5
SiC-1996-HOP-000350	M	Murchison	U Bern 3f	45.3		111.0	106.0
SiC-1996-HOP-000351	M	Murchison	U Bern 3f	64.5		38.3	57.0
SiC-1996-HOP-000352	M	Murchison	U Bern 3f	72.6		55.3	50.5
SiC-1996-HOP-000353	Y	Murchison	U Bern 3f	102.9		47.0	107.3
SiC-1996-HOP-000354	Y	Murchison	U Bern 3f	154.1		0.1	22.8
SiC-1996-HOP-000355	M	Murchison	U Bern 3f	17.1		107.7	133.0
SiC-1996-HOP-000356	M	Murchison	U Bern 3f	34.5		108.4	108.6
SiC-1996-HOP-000357	M	Murchison	U Bern 3f	74.6		49.1	5.4
SiC-1996-HOP-000358	M	Murchison	U Bern 3f	64.9		32.1	34.1
SiC-1996-HOP-000359	M	Murchison	U Bern 3f	57.6		113.6	21.5
SiC-1996-HOP-000360	M	Murchison	U Bern 3f	48.7		33.4	20.8
SiC-1996-HOP-000361	Y	Murchison	U Bern 3f	114.8		11.2	22.5
SiC-1996-HOP-000362	M	Murchison	U Bern 3f	28.6		156.7	96.3
SiC-1996-HOP-000363	M	Murchison	U Bern 3f	60.7		44.0	45.8
SiC-1996-HOP-000364	AB	Murchison	U Bern 3f	3.3		-65.6	-34.3
SiC-1996-HOP-000365	M	Murchison	U Bern 3f	60.5		70.2	51.3
SiC-1996-HOP-000366	M	Murchison	U Bern 3f	59.3		46.9	43.8
SiC-1996-HOP-000367	M	Murchison	U Bern 3f	52.3		22.4	22.1
SiC-1996-HOP-000368	M	Murchison	U Bern 3f	53.6		127.4	143.5
SiC-1996-HOP-000369	M	Murchison	U Bern 3f	62.0		13.8	14.5
SiC-1996-HOP-000370	Z	Murchison	U Bern 3f	47.2		-121.0	28.9
SiC-1996-HOP-000371	M	Murchison	U Bern 3f	98.4		-18.7	-8.1
SiC-1996-HOP-000372	M	Murchison	U Bern 3f	71.1		28.6	65.1
SiC-1996-HOP-000373	M	Murchison	U Bern 3f	62.7		46.9	42.6
SiC-1996-HOP-000374	M	Murchison	U Bern 3f	48.5		33.9	42.7
SiC-1996-HOP-000375	AB	Murchison	U Bern 3f	8.2		-68.4	73.5
SiC-1996-HOP-000376	AB	Murchison	U Bern 3f	8.4		8.7	54.7
SiC-1996-HOP-000377	Z	Murchison	U Bern 3f	43.9		-134.0	89.8
SiC-1996-HOP-000378	M	Murchison	U Bern 3f	83.3		34.6	27.0
SiC-1996-HOP-000379	M	Murchison	U Bern 3f	62.9		31.4	48.9
SiC-1996-HOP-000380	M	Murchison	U Bern 3f	53.0		32.9	33.7
SiC-1996-HOP-000381	M	Murchison	U Bern 3f	38.3		102.6	84.5
SiC-1996-HOP-000382	M	Murchison	U Bern 3f	47.2		96.9	100.3
SiC-1996-HOP-000383	M	Murchison	U Bern 3f	58.2		77.9	37.4
SiC-1996-HOP-000384	Y	Murchison	U Bern 3f	267.2		-59.0	-85.6
SiC-1996-HOP-000385	AB	Murchison	U Bern 3f	8.8		42.2	71.9
SiC-1996-HOP-000386	M	Murchison	U Bern 3f	71.8		55.8	68.5
SiC-1996-HOP-000387	AB	Murchison	U Bern 3f	3.4		-23.7	18.3
SiC-1996-HOP-000388	M	Murchison	U Bern 3f	52.9		16.1	28.7
SiC-1996-HOP-000389	M	Murchison	U Bern 3f	42.2		122.2	90.1
SiC-1996-HOP-000390	AB	Murchison	U Bern 3f	8.1		-39.1	-64.3
SiC-1996-HOP-000391	M	Murchison	U Bern 3f	59.5		68.9	59.5
SiC-1996-HOP-000392	M	Murchison	U Bern 3f	37.3		51.4	9.0
SiC-1996-HOP-000393	M	Murchison	U Bern 3f	44.4		83.5	75.7
SiC-1996-HOP-000394	M	Murchison	U Bern 3f	62.6		43.6	78.6
SiC-1996-HOP-000395	Y	Murchison	U Bern 3f	103.2		-9.2	26.8
SiC-1996-HOP-000396	M	Murchison	U Bern 3f	67.1		21.8	49.5
SiC-1996-HOP-000397	M	Murchison	U Bern 3f	90.5		16.8	37.4
SiC-1996-HOP-000398	M	Murchison	U Bern 3f	46.6		66.3	53.8
SiC-1996-HOP-000399	X	Murchison	U Bern 3f	185.2		-254.9	-369.2
SiC-1996-HOP-000400	M	Murchison	U Bern 3f	52.3		61.3	92.0
SiC-1996-HOP-000401	Y	Murchison	U Bern 3f	149.8		-18.0	22.8
SiC-1996-HOP-000402	M	Murchison	U Bern 3f	49.7		95.8	84.9
SiC-1996-HOP-000403	M	Murchison	U Bern 3f	44.5		-27.8	10.2
SiC-1996-HOP-000404	Y	Murchison	U Bern 3f	165.9		-38.2	15.4
SiC-1996-HOP-000405	AB	Murchison	U Bern 3f	9.8		7.0	33.5
SiC-1996-HOP-000406	M	Murchison	U Bern 3f	19.7		50.6	34.4
SiC-1996-HOP-000407	M	Murchison	U Bern 3f	73.5		34.6	39.4
SiC-1996-HOP-000408	M	Murchison	U Bern 3f	52.2		128.5	78.6
SiC-1996-HOP-000409	M	Murchison	U Bern 3f	93.5		2.5	21.2
SiC-1996-HOP-000410	M	Murchison	U Bern 3f	75.1		51.3	48.6
SiC-1996-HOP-000411	Y	Murchison	U Bern 3f	167.7		-1.3	50.3
SiC-1996-HOP-000412	AB	Murchison	U Bern 3f	11.1		98.4	85.9
SiC-1996-HOP-000413	M	Murchison	U Bern 3f	28.0		24.7	30.6
SiC-1996-HOP-000414	M	Murchison	U Bern 3f	55.2		77.3	91.6
SiC-1996-HOP-000415	M	Murchison	U Bern 3f	61.7		46.6	31.0
SiC-1996-HOP-000416	M	Murchison	U Bern 3f	55.9		90.3	67.0
SiC-1996-HOP-000417	M	Murchison	U Bern 3f	69.3		-9.5	36.5
SiC-1996-HOP-000418	M	Murchison	U Bern 3f	53.0		131.2	102.5
SiC-1996-HOP-000419	M	Murchison	U Bern 3f	63.6		67.8	46.0
SiC-1996-HOP-000420	M	Murchison	U Bern 3f	99.2		10.8	32.4
SiC-1996-HOP-000421	M	Murchison	U Bern 3f	61.5		28.4	34.6
SiC-1996-HOP-000422	M	Murchison	U Bern 3f	62.5		12.8	46.2
SiC-1996-HOP-000423	M	Murchison	U Bern 3f	64.0		24.4	28.0
SiC-1996-HOP-000424	M	Murchison	U Bern 3f	50.0		29.6	54.0
SiC-1996-HOP-000425	M	Murchison	U Bern 3f	56.7		26.1	50.2
SiC-1996-HOP-000426	M	Murchison	U Bern 3f	49.5		65.0	84.2
SiC-1996-HOP-000427	M	Murchison	U Bern 3f	68.1		10.7	63.6
SiC-1996-HOP-000428	M	Murchison	U Bern 3f	53.7		16.8	43.1
SiC-1996-HOP-000429	M	Murchison	U Bern 3f	39.4		-9.3	67.5
SiC-1996-HOP-000430	M	Murchison	U Bern 3f	56.9		38.0	70.6
SiC-1996-HOP-000431	M	Murchison	U Bern 3f	58.0		71.5	108.3
SiC-1996-HOP-000432	M	Murchison	U Bern 3f	54.6		62.8	60.4
SiC-1996-HOP-000433	M	Murchison	U Bern 3f	58.6		67.7	60.0
SiC-1996-HOP-000434	M	Murchison	U Bern 3f	24.2		17.5	44.1
SiC-1996-HOP-000435	AB	Murchison	U Bern 3f	3.6		149.0	127.7
SiC-1996-HOP-000436	M	Murchison	U Bern 3f	68.5		45.1	-19.4
SiC-1996-HOP-000437	M	Murchison	U Bern 3f	52.7		23.8	39.5
SiC-1996-HOP-000438	M	Murchison	U Bern 3f	53.2		109.4	95.0
SiC-1996-HOP-000439	M	Murchison	U Bern 3f	62.1		75.3	66.4
