PGD ID	PGD Type	Meteorite	Technique	12C/13C	14N/15N	d(29Si/28Si)	d(30Si/28Si)
SiC-2012-ORT-000495	M	Indarch	WU NanoSIMS	85.6		-46	2
SiC-2012-ORT-000496	M	Indarch	WU NanoSIMS	50.1		81	84
SiC-2012-ORT-000497	M	Indarch	WU NanoSIMS	76.1		47	54
SiC-2012-ORT-000498	M	Indarch	WU NanoSIMS	89.8		24	46
SiC-2012-ORT-000499	M	Indarch	WU NanoSIMS	90.2		-23	-11
SiC-2012-ORT-000500	Z	Indarch	WU NanoSIMS	67.6		-100	67
SiC-2012-ORT-000501	M	Indarch	WU NanoSIMS	56.1		99	100
SiC-2012-ORT-000502	M	Indarch	WU NanoSIMS	48.8		3	12
SiC-2012-ORT-000503	M	Indarch	WU NanoSIMS	76.2		-14	-5
SiC-2012-ORT-000504	X	Indarch	WU NanoSIMS	99.6	182	-381	-407
SiC-2012-ORT-000505	M	Indarch	WU NanoSIMS	73		-20	-7
SiC-2012-ORT-000506	M	Indarch	WU NanoSIMS	67.6		44	77
SiC-2012-ORT-000507	M	Indarch	WU NanoSIMS	48.2		11	20
SiC-2012-ORT-000508	M	Indarch	WU NanoSIMS	69.9		48	80
SiC-2012-ORT-000509	M	Indarch	WU NanoSIMS	89.1		-39	-16
SiC-2012-ORT-000510	M	Indarch	WU NanoSIMS	61.3		45	41
SiC-2012-ORT-000511	M	Indarch	WU NanoSIMS	87.7		10	20
SiC-2012-ORT-000512	AB	Indarch	WU NanoSIMS	8.4		58	71
SiC-2012-ORT-000513	Z	Indarch	WU NanoSIMS	73.8		14	81
SiC-2012-ORT-000514	M	Indarch	WU NanoSIMS	52.4		-27	-11
SiC-2012-ORT-000515	M	Indarch	WU NanoSIMS	53.8		33	49
SiC-2012-ORT-000516	M	Indarch	WU NanoSIMS	26.9		39	63
SiC-2012-ORT-000517	X	Indarch	WU NanoSIMS	70.9		-134	-239
SiC-2012-ORT-000518	M	Indarch	WU NanoSIMS	49.4		57	59
SiC-2012-ORT-000519	Y	Indarch	WU NanoSIMS	156.1		-28	47
SiC-2012-ORT-000520	M	Indarch	WU NanoSIMS	61.2		51	51
SiC-2012-ORT-000521	M	Indarch	WU NanoSIMS	53		16	27
SiC-2012-ORT-000522	M	Indarch	WU NanoSIMS	44.6		70	53
SiC-2012-ORT-000523	M	Indarch	WU NanoSIMS	77.9		-33	20
SiC-2012-ORT-000524	M	Indarch	WU NanoSIMS	58		81	86
SiC-2012-ORT-000525	M	Indarch	WU NanoSIMS	37.6		69	82
SiC-2012-ORT-000526	M	Indarch	WU NanoSIMS	62.5		17	31
SiC-2012-ORT-000527	M	Indarch	WU NanoSIMS	44.2		34	33
SiC-2012-ORT-000528	M	Indarch	WU NanoSIMS	87.6		-48	-42
SiC-2012-ORT-000529	X	Indarch	WU NanoSIMS	49.3		-452	-399
SiC-2012-ORT-000530	M	Indarch	WU NanoSIMS	73.2		-1	22
SiC-2012-ORT-000531	M	Indarch	WU NanoSIMS	78.5		16	35
SiC-2012-ORT-000532	M	Indarch	WU NanoSIMS	66.1		41	75
SiC-2012-ORT-000533	M	Indarch	WU NanoSIMS	81.8		-47	-1
SiC-2012-ORT-000534	M	Indarch	WU NanoSIMS	62.3		-53	-60
SiC-2012-ORT-000535	M	Indarch	WU NanoSIMS	20.8		-3	43
SiC-2012-ORT-000536	M	Indarch	WU NanoSIMS	84.2		30	56
SiC-2012-ORT-000537	M	Indarch	WU NanoSIMS	84.3		-6	16
SiC-2012-ORT-000538	M	Indarch	WU NanoSIMS	20.2		41	52
SiC-2012-ORT-000539	M	Indarch	WU NanoSIMS	62.7		69	71
SiC-2012-ORT-000540	M	Indarch	WU NanoSIMS	69.4		38	72
SiC-2012-ORT-000541	M	Indarch	WU NanoSIMS	72.3		20	60
SiC-2012-ORT-000542	M	Indarch	WU NanoSIMS	33		58	73
SiC-2012-ORT-000543	M	Indarch	WU NanoSIMS	86.1		-17	34
SiC-2012-ORT-000544	M	Indarch	WU NanoSIMS	63.7		-9	47
SiC-2012-ORT-000545	M	Indarch	WU NanoSIMS	49.3		7	49
SiC-2012-ORT-000546	M	Indarch	WU NanoSIMS	49.3		25	38
SiC-2012-ORT-000547	M	Indarch	WU NanoSIMS	52.9		87	129
SiC-2012-ORT-000548	M	Indarch	WU NanoSIMS	21.8		-31	26
SiC-2012-ORT-000549	Z	Indarch	WU NanoSIMS	22.6		12	78
SiC-2012-ORT-000550	M	Indarch	WU NanoSIMS	28.3		57	90
SiC-2012-ORT-000551	M	Indarch	WU NanoSIMS	72.1		44	74
SiC-2012-ORT-000552	Y	Indarch	WU NanoSIMS	120.7		-36	13
SiC-2012-ORT-000553	AB	Indarch	WU NanoSIMS	4.4		96	95
SiC-2012-ORT-000554	M	Indarch	WU NanoSIMS	43.1		32	60
SiC-2012-ORT-000555	M	Indarch	WU NanoSIMS	49.1		43	24
SiC-2012-ORT-000556	M	Indarch	WU NanoSIMS	27.4		159	123
SiC-2012-ORT-000557	M	Indarch	WU NanoSIMS	37.4		51	33
SiC-2012-ORT-000558	M	Indarch	WU NanoSIMS	71.4		57	89
SiC-2012-ORT-000559	M	Indarch	WU NanoSIMS	73.1		59	54
SiC-2012-ORT-000560	M	Indarch	WU NanoSIMS	70.7		11	42
SiC-2012-ORT-000561	M	Indarch	WU NanoSIMS	80.1		65	84
SiC-2012-ORT-000562	M	Indarch	WU NanoSIMS	45.1		-53	-14
SiC-2012-ORT-000563	M	Indarch	WU NanoSIMS	64.1		6	11
SiC-2012-ORT-000564	M	Indarch	WU NanoSIMS	80.2		-34	8
SiC-2012-ORT-000565	AB	Indarch	WU NanoSIMS	9		42	46
SiC-2012-ORT-000566	M	Indarch	WU NanoSIMS	45.7		28	41
SiC-2012-ORT-000567	M	Indarch	WU NanoSIMS	44.5		19	43
SiC-2012-ORT-000568	M	Indarch	WU NanoSIMS	89.9		-28	-10
SiC-2012-ORT-000569	M	Indarch	WU NanoSIMS	40.9		156	132
SiC-2012-ORT-000570	M	Indarch	WU NanoSIMS	60.3		41	41
SiC-2012-ORT-000571	M	Indarch	WU NanoSIMS	89.2		-10	-1
SiC-2012-ORT-000572	M	Indarch	WU NanoSIMS	48.4		83	96
SiC-2012-ORT-000573	M	Indarch	WU NanoSIMS	19.5		102	99
SiC-2012-ORT-000574	M	Indarch	WU NanoSIMS	56.5		-54	-7
SiC-2012-ORT-000575	M	Indarch	WU NanoSIMS	47.6		69	73
SiC-2012-ORT-000576	M	Indarch	WU NanoSIMS	90.4		-16	-14
SiC-2012-ORT-000577	M	Indarch	WU NanoSIMS	56.5		120	115
SiC-2012-ORT-000578	M	Indarch	WU NanoSIMS	88		-22	-12
SiC-2012-ORT-000579	M	Indarch	WU NanoSIMS	87.5		-8	-2
SiC-2012-ORT-000580	M	Indarch	WU NanoSIMS	87.6		-30	-23
SiC-2012-ORT-000581	M	Indarch	WU NanoSIMS	89.1		-27	-11
SiC-2012-ORT-000582	M	Indarch	WU NanoSIMS	60.2		76	61
SiC-2012-ORT-000583	M	Indarch	WU NanoSIMS	52.1		70	69
SiC-2012-ORT-000584	M	Indarch	WU NanoSIMS	65.7		90	95
SiC-2012-ORT-000585	M	Indarch	WU NanoSIMS	54.1		70	71
SiC-2012-ORT-000586	M	Indarch	WU NanoSIMS	25.5		43	45
SiC-2012-ORT-000587	M	Indarch	WU NanoSIMS	88.6		4	13
SiC-2012-ORT-000588	M	Indarch	WU NanoSIMS	51.5		60	81
SiC-2012-ORT-000589	M	Indarch	WU NanoSIMS	88.5		-49	-4
SiC-2012-ORT-000590	M	Indarch	WU NanoSIMS	68.3		-10	15
SiC-2012-ORT-000591	M	Indarch	WU NanoSIMS	67.1		80	80
SiC-2012-ORT-000592	Z	Indarch	WU NanoSIMS	93		68	117
SiC-2012-ORT-000593	M	Indarch	WU NanoSIMS	85.8		10	38
SiC-2012-ORT-000594	M	Indarch	WU NanoSIMS	36.1		176	182
SiC-2012-ORT-000595	M	Indarch	WU NanoSIMS	83		41	61
SiC-2012-ORT-000596	Z	Indarch	WU NanoSIMS	82		47	106
SiC-2012-ORT-000597	M	Indarch	WU NanoSIMS	54.9		142	146
SiC-2012-ORT-000598	Z	Indarch	WU NanoSIMS	65.9		-95	216
SiC-2012-ORT-000599	M	Indarch	WU NanoSIMS	61.9		34	80
SiC-2012-ORT-000600	M	Indarch	WU NanoSIMS	49		117	136
SiC-2012-ORT-000601	M	Indarch	WU NanoSIMS	92.1		8	32
SiC-2012-ORT-000602	M	Indarch	WU NanoSIMS	44.4		61	86
SiC-2012-ORT-000603	M	Indarch	WU NanoSIMS	56.3		104	113
SiC-2012-ORT-000604	M	Indarch	WU NanoSIMS	56.7		7	59
SiC-2012-ORT-000605	M	Indarch	WU NanoSIMS	88.3		-1	15
SiC-2012-ORT-000606	M	Indarch	WU NanoSIMS	89.1		64	76
SiC-2012-ORT-000607	M	Indarch	WU NanoSIMS	88.1		4	27
SiC-2012-ORT-000608	M	Indarch	WU NanoSIMS	75.2		56	92
SiC-2012-ORT-000609	M	Indarch	WU NanoSIMS	78.1		66	78
SiC-2012-ORT-000610	Z	Indarch	WU NanoSIMS	65.5		52	103
SiC-2012-ORT-000611	M	Indarch	WU NanoSIMS	88.4		43	62
SiC-2012-ORT-000612	M	Indarch	WU NanoSIMS	86.7		35	63
SiC-2012-ORT-000613	M	Indarch	WU NanoSIMS	86.4		4	11
SiC-2012-ORT-000614	M	Indarch	WU NanoSIMS	85.2		17	33
SiC-2012-ORT-000615	M	Indarch	WU NanoSIMS	69.7		100	114
SiC-2012-ORT-000616	Z	Indarch	WU NanoSIMS	80.5		-10	83
SiC-2012-ORT-000617	M	Indarch	WU NanoSIMS	57.5		142	151
SiC-2012-ORT-000618	M	Indarch	WU NanoSIMS	69.5		51	71
SiC-2012-ORT-000619	Z	Indarch	WU NanoSIMS	44.9		33	104
SiC-2012-ORT-000620	M	Indarch	WU NanoSIMS	19.9		106	118
SiC-2012-ORT-000621	M	Indarch	WU NanoSIMS	89.7		15	34
SiC-2012-ORT-000622	M	Indarch	WU NanoSIMS	58.9		73	69
SiC-2012-ORT-000623	M	Indarch	WU NanoSIMS	75.1		30	49
SiC-2012-ORT-000624	M	Indarch	WU NanoSIMS	27.8		96	120
SiC-2012-ORT-000625	M	Indarch	WU NanoSIMS	45.8		28	68
SiC-2012-ORT-000626	M	Indarch	WU NanoSIMS	81.9		73	88
SiC-2012-ORT-000627	M	Indarch	WU NanoSIMS	83		-29	33
SiC-2012-ORT-000628	Z	Indarch	WU NanoSIMS	66		-20	50
SiC-2012-ORT-000629	M	Indarch	WU NanoSIMS	50.5		88	112
SiC-2012-ORT-000630	Z	Indarch	WU NanoSIMS	56.2		20	77
SiC-2012-ORT-000631	Z	Indarch	WU NanoSIMS	16.9		26	102
SiC-2012-ORT-000632	Z	Indarch	WU NanoSIMS	80.4		10	70
SiC-2012-ORT-000633	AB	Indarch	WU NanoSIMS	5.8		17	32
SiC-2012-ORT-000634	M	Indarch	WU NanoSIMS	57.6		111	152
SiC-2012-ORT-000635	M	Indarch	WU NanoSIMS	90.7		-17	8
SiC-2012-ORT-000636	Z	Indarch	WU NanoSIMS	67.5		8	90
SiC-2012-ORT-000637	M	Indarch	WU NanoSIMS	71.1		1	41
SiC-2012-ORT-000638	M	Indarch	WU NanoSIMS	52.7		22	68
SiC-2012-ORT-000639	M	Indarch	WU NanoSIMS	67.3		44	81
SiC-2012-ORT-000640	M	Indarch	WU NanoSIMS	87.6		-61	-29
SiC-2012-ORT-000641	M	Indarch	WU NanoSIMS	54.3		99	137
SiC-2012-ORT-000642	M	Indarch	WU NanoSIMS	90.7		-21	24
SiC-2012-ORT-000643	M	Indarch	WU NanoSIMS	59.6		80	126
SiC-2012-ORT-000644	M	Indarch	WU NanoSIMS	82.1		-44	15
SiC-2012-ORT-000645	M	Indarch	WU NanoSIMS	91.5		-11	37
SiC-2012-ORT-000646	Z	Indarch	WU NanoSIMS	88.3		22	93
SiC-2012-ORT-000647	Y	Indarch	WU NanoSIMS	206.9		-4	121
SiC-2012-ORT-000648	M	Indarch	WU NanoSIMS	89.6		-60	-2
SiC-2012-ORT-000649	Y	Indarch	WU NanoSIMS	123.4		-20	60
SiC-2012-ORT-000650	Z	Indarch	WU NanoSIMS	76.3		-65	12
SiC-2012-ORT-000651	M	Indarch	WU NanoSIMS	83		-53	14
SiC-2012-ORT-000652	Y	Indarch	WU NanoSIMS	101.7		-71	25
SiC-2012-ORT-000653	M	Indarch	WU NanoSIMS	62.8		-20	32
SiC-2012-ORT-000654	Y	Indarch	WU NanoSIMS	144.8		-5	129
SiC-2012-ORT-000655	M	Indarch	WU NanoSIMS	61.8		-65	-6
SiC-2012-ORT-000656	M	Indarch	WU NanoSIMS	61.2		66	89
SiC-2012-ORT-000657	M	Indarch	WU NanoSIMS	88.3		-83	-18
SiC-2012-ORT-000658	M	Indarch	WU NanoSIMS	60.3		132	158
SiC-2012-ORT-000659	M	Indarch	WU NanoSIMS	66.7		78	123
SiC-2012-ORT-000660	AB	Indarch	WU NanoSIMS	6.4		14	64
SiC-2012-ORT-000661	M	Indarch	WU NanoSIMS	89		-7	32
SiC-2012-ORT-000662	M	Indarch	WU NanoSIMS	89.3		-67	-47
SiC-2012-ORT-000663	M	Indarch	WU NanoSIMS	47.1		33	87
SiC-2012-ORT-000664	Y	Indarch	WU NanoSIMS	118.3		-36	36
SiC-2012-ORT-000665	M	Indarch	WU NanoSIMS	88.9		-21	20
SiC-2012-ORT-000666	M	Indarch	WU NanoSIMS	85		-1	52
SiC-2012-ORT-000667	M	Indarch	WU NanoSIMS	87.9		-91	-49
SiC-2012-ORT-000668	M	Indarch	WU NanoSIMS	27.3		22	59
SiC-2012-ORT-000669	M	Indarch	WU NanoSIMS	93.2		-24	34
SiC-2012-ORT-000670	Y	Indarch	WU NanoSIMS	104.9		-20	70
SiC-2012-ORT-000671	AB	Indarch	WU NanoSIMS	3.4		-20	24
SiC-2012-ORT-000672	M	Indarch	WU NanoSIMS	89.3		-64	-45
SiC-2012-ORT-000673	M	Indarch	WU NanoSIMS	91.8		27	57
SiC-2012-ORT-000674	AB	Indarch	WU NanoSIMS	10.8		63	102
SiC-2012-ORT-000675	M	Indarch	WU NanoSIMS	56.8		-11	13
SiC-2012-ORT-000676	M	Indarch	WU NanoSIMS	68.8		-7	39
SiC-2012-ORT-000677	M	Indarch	WU NanoSIMS	53.5		102	114
SiC-2012-ORT-000678	Z	Indarch	WU NanoSIMS	25		-16	57
SiC-2012-ORT-000679	Z	Indarch	WU NanoSIMS	46.4		45	102
SiC-2012-ORT-000680	M	Indarch	WU NanoSIMS	75		-36	7
SiC-2012-ORT-000681	Z	Indarch	WU NanoSIMS	91.1		-67	12
SiC-2012-ORT-000682	Z	Indarch	WU NanoSIMS	70.9		-39	39
SiC-2012-ORT-000683	Z	Indarch	WU NanoSIMS	75.3		20	85
SiC-2012-ORT-000684	M	Indarch	WU NanoSIMS	86.3		-57	-14
SiC-2012-ORT-000685	M	Indarch	WU NanoSIMS	79.5		-35	20
SiC-2012-ORT-000686	Y	Indarch	WU NanoSIMS	103.7		-40	23
SiC-2012-ORT-000687	Z	Indarch	WU NanoSIMS	46.5		-2	63
SiC-2012-ORT-000688	Z	Indarch	WU NanoSIMS	56.8		-93	60
SiC-2012-ORT-000689	M	Indarch	WU NanoSIMS	69.2		-16	35
SiC-2012-ORT-000690	M	Indarch	WU NanoSIMS	48.9		65	107
SiC-2012-ORT-000691	M	Indarch	WU NanoSIMS	49.8		56	83
SiC-2012-ORT-000692	M	Indarch	WU NanoSIMS	60		55	91
SiC-2012-ORT-000693	M	Indarch	WU NanoSIMS	82.7		13	69
SiC-2012-ORT-000694	M	Indarch	WU NanoSIMS	87.1		-34	18
SiC-2012-ORT-000695	M	Indarch	WU NanoSIMS	67.9		78	117
SiC-2012-ORT-000696	M	Indarch	WU NanoSIMS	59		38	75
SiC-2012-ORT-000697	Z	Indarch	WU NanoSIMS	45		-23	41
SiC-2012-ORT-000698	M	Indarch	WU NanoSIMS	87.5		-44	-3
SiC-2012-ORT-000699	M	Indarch	WU NanoSIMS	58.3		21	63
SiC-2012-ORT-000700	M	Indarch	WU NanoSIMS	88.5		-19	27
SiC-2012-ORT-000701	Y	Indarch	WU NanoSIMS	122.2		-25	62
SiC-2012-ORT-000702	M	Indarch	WU NanoSIMS	80.8		-13	48
SiC-2012-ORT-000703	Z	Indarch	WU NanoSIMS	76.6		-17	58
SiC-2012-ORT-000704	M	Indarch	WU NanoSIMS	68.7		44	41
SiC-2012-ORT-000705	M	Indarch	WU NanoSIMS	74.9		29	17
SiC-2012-ORT-000706	M	Indarch	WU NanoSIMS	57.1		26	46
SiC-2012-ORT-000707	M	Indarch	WU NanoSIMS	88		6	9
SiC-2012-ORT-000708	M	Indarch	WU NanoSIMS	64.9		45	66
SiC-2012-ORT-000709	M	Indarch	WU NanoSIMS	90.2		-60	-35
SiC-2012-ORT-000710	M	Indarch	WU NanoSIMS	61.7		62	63
SiC-2012-ORT-000711	M	Indarch	WU NanoSIMS	61.7		59	49
SiC-2012-ORT-000712	M	Indarch	WU NanoSIMS	90.8		-32	-40
SiC-2012-ORT-000713	M	Indarch	WU NanoSIMS	45		98	104
SiC-2012-ORT-000714	M	Indarch	WU NanoSIMS	23.7		148	140
SiC-2012-ORT-000715	Y	Indarch	WU NanoSIMS	100.2		9	23
SiC-2012-ORT-000716	AB	Indarch	WU NanoSIMS	5.6		3	-19
SiC-2012-ORT-000717	Z	Indarch	WU NanoSIMS	47		-75	68
SiC-2012-ORT-000718	M	Indarch	WU NanoSIMS	84.9		-22	-26
SiC-2012-ORT-000719	M	Indarch	WU NanoSIMS	67.7		34	61
SiC-2012-ORT-000720	M	Indarch	WU NanoSIMS	88.8		-33	-36
SiC-2012-ORT-000721	M	Indarch	WU NanoSIMS	76		-112	-51
SiC-2012-ORT-000722	M	Indarch	WU NanoSIMS	87.3		-43	-46
SiC-2012-ORT-000723	M	Indarch	WU NanoSIMS	71		45	60
SiC-2012-ORT-000724	M	Indarch	WU NanoSIMS	87.7		-37	-40
SiC-2012-ORT-000725	M	Indarch	WU NanoSIMS	87.3		-39	-24
SiC-2012-ORT-000726	M	Indarch	WU NanoSIMS	80.7		-43	-41
SiC-2013-AVI-000001	M	Murchison	WU NanoSIMS	57.5	434	98.6	73.5
SiC-2013-AVI-000002	M	Murchison	WU NanoSIMS	48.3	462	38.4	51.4
SiC-2013-AVI-000003	M	Murchison	WU NanoSIMS	49.3	305	32.4	29.9
SiC-2013-AVI-000004	M	Murchison	WU NanoSIMS	84.2		9.0	31.9
SiC-2013-AVI-000005	M	Murchison	WU NanoSIMS	61.5	568	34.8	28.9
SiC-2013-AVI-000006	M	Murchison	WU NanoSIMS	48.4	306	43.6	53.9
SiC-2013-AVI-000007	M	Murchison	WU NanoSIMS	78.5	427	33.0	32.3
SiC-2013-AVI-000011	M	Murchison	WU NanoSIMS	48.7	341	32.9	46.6
SiC-2013-AVI-000012	M	Murchison	WU NanoSIMS	81.8	377	37.0	50.8
SiC-2013-AVI-000013	M	Murchison	WU NanoSIMS	65.4	416	35.5	25.7
SiC-2013-AVI-000014	M	Murchison	WU NanoSIMS	52.2	413	110.3	101.2
SiC-2013-AVI-000015	M	Murchison	WU NanoSIMS	49.7	310	38.7	43.7
SiC-2013-AVI-000016	M	Murchison	WU NanoSIMS	57.6	296	63.6	44.9
SiC-2013-AVI-000018	M	Murchison	WU NanoSIMS	50.0	400	32.3	29.3
SiC-2013-AVI-000019	AB	Murchison	WU NanoSIMS	7.8	1293	188.6	125.2
SiC-2013-AVI-000020	M	Murchison	WU NanoSIMS	63.8	419	36.2	42.3
SiC-2013-AVI-000022	M	Murchison	WU NanoSIMS	71.0	803	35.0	41.8
SiC-2013-AVI-000023	M	Murchison	WU NanoSIMS	67.4	620	-30.8	-2.6
SiC-2013-AVI-000024	M	Murchison	WU NanoSIMS	76.9	693	42.0	54.3
SiC-2013-AVI-000025	M	Murchison	WU NanoSIMS	60.5	1023	31.3	53.0
SiC-2013-AVI-000026	M	Murchison	WU NanoSIMS	68.1	1368	78.3	81.1
SiC-2013-AVI-000027	M	Murchison	WU NanoSIMS	92.3	1011	83.0	96.7
SiC-2013-AVI-000028	M	Murchison	WU NanoSIMS	42.2	675	170.9	141.8
SiC-2013-AVI-000029	M	Murchison	WU NanoSIMS	65.9	703	39.7	46.8
SiC-2013-AVI-000030	M	Murchison	WU NanoSIMS	86.4	859	6.8	28.5
SiC-2013-AVI-000031	Y	Murchison	WU NanoSIMS	121.8	1412	-1.6	35.7
SiC-2013-AVI-000032	M	Murchison	WU NanoSIMS	44.5	1665	-19.2	9.9
SiC-2013-AVI-000033	M	Murchison	WU NanoSIMS	76.9	658	55.0	55.3
SiC-2013-AVI-000034	M	Murchison	WU NanoSIMS	51.2	389	76.5	86.1
SiC-2013-AVI-000035	M	Murchison	WU NanoSIMS	62.3	1287	35.9	35.7
SiC-2013-AVI-000036	M	Murchison	WU NanoSIMS	72.0	659	36.9	46.3
SiC-2013-AVI-000037	M	Murchison	WU NanoSIMS	67.0	769	-13.9	26.2
SiC-2013-AVI-000038	M	Murchison	WU NanoSIMS	74.0	411	44.6	54.0
SiC-2013-AVI-000039	M	Murchison	WU NanoSIMS	72.0	1163	67.6	46.1
SiC-2013-AVI-000040	M	Murchison	WU NanoSIMS	55.4	809	32.7	18.4
SiC-2013-AVI-000041	M	Murchison	WU NanoSIMS	64.4	2024	42.6	48.2
SiC-2013-AVI-000042	M	Murchison	WU NanoSIMS	37.8	1067	23.7	37.4
SiC-2013-AVI-000043	M	Murchison	WU NanoSIMS	88.7	471	9.3	23.7
SiC-2013-AVI-000044	Y	Murchison	WU NanoSIMS	116.1	480	-22.4	9.9
SiC-2013-AVI-000046	M	Murchison	WU NanoSIMS	74.3	558	23.3	27.9
SiC-2013-AVI-000047	M	Murchison	WU NanoSIMS	94.0	651	-9.4	16.8
SiC-2013-AVI-000048	M	Murchison	WU NanoSIMS	44.2	1709	70.4	56.1
SiC-2013-AVI-000049	M	Murchison	WU NanoSIMS	76.1	661	35.1	38.4
SiC-2013-AVI-000050	M	Murchison	WU NanoSIMS	64.7	1066	34.6	56.5
SiC-2013-AVI-000051	M	Murchison	WU NanoSIMS	51.7	345	69.3	64.2
SiC-2013-AVI-000052	M	Murchison	WU NanoSIMS	50.9	375	80.6	67.6
SiC-2013-AVI-000053	M	Murchison	WU NanoSIMS	52.1	374	48.9	58.0
SiC-2013-AVI-000054	M	Murchison	WU NanoSIMS	68.3	407	3.2	-2.2
SiC-2013-AVI-000055	M	Murchison	WU NanoSIMS	65.9	770	30.2	17.9
SiC-2013-AVI-000056	M	Murchison	WU NanoSIMS	60.6	603	27.4	19.0
SiC-2013-FUJ-000001	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	6.052	3546	37	-47
SiC-2013-FUJ-000002	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	3.178		45	21
SiC-2013-FUJ-000003	AB	Murchison 	WU NanoSIMS	5.364		22	6
SiC-2013-FUJ-000004	AB	Murchison 	WU NanoSIMS	6.222		2	-13
SiC-2013-FUJ-000005	AB	Murchison 	WU NanoSIMS	6.457		22	-10
SiC-2013-FUJ-000006	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	3.886		6	4
SiC-2013-FUJ-000007	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	2.098		-37	-39
SiC-2013-FUJ-000008	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	4.655		17	-8
SiC-2013-FUJ-000009	AB	Murchison 	WU NanoSIMS	8.008		7	-1
SiC-2013-FUJ-000010	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	5.274		13	-11
SiC-2013-FUJ-000011	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	4.695		-23	-21
SiC-2013-FUJ-000012	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	5.313		60	36
SiC-2013-FUJ-000013	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	5.085		-21	-33
SiC-2013-FUJ-000014	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	4.825		-19	-37
SiC-2013-FUJ-000015	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	4.593		-4	-9
SiC-2013-FUJ-000016	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	2.933		49	23
SiC-2013-FUJ-000017	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	8.927		61	22
SiC-2013-FUJ-000018	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	4.456		134	79
SiC-2013-FUJ-000019	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	7.967		24	48
SiC-2013-FUJ-000020	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	2.623		-39	22
SiC-2013-FUJ-000021	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	5.709		2	55
SiC-2013-FUJ-000022	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	8.336		-24	17
SiC-2013-FUJ-000023	AB	Murchison 	WU NanoSIMS	5.600		-31	10
SiC-2013-FUJ-000024	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	7.439		55	100
SiC-2013-FUJ-000025	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	3.573	62.6	34	60
SiC-2013-FUJ-000026	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	7.519		-27	43
SiC-2013-FUJ-000027	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	1.910		9	103
SiC-2013-FUJ-000028	AB	Murchison 	WU NanoSIMS	5.600		-3	33
SiC-2013-FUJ-000029	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	5.832		-28	124
SiC-2013-FUJ-000030	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	7.807		8	40
SiC-2013-FUJ-000031	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	8.068		19	81
SiC-2013-FUJ-000032	AB	Murchison 	WU NanoSIMS	4.766		31	73
SiC-2013-FUJ-000033	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	6.554		63	197
SiC-2013-FUJ-000034	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	5.492		-5	86
SiC-2013-FUJ-000035	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	4.243		81	98
SiC-2013-FUJ-000036	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	2.847		-20	50
SiC-2013-FUJ-000037	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	2.192		4	55
SiC-2013-FUJ-000038	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	1.854		8	56
SiC-2013-FUJ-000039	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	6.031		10	82
SiC-2013-FUJ-000040	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	2.328		37	89
SiC-2013-FUJ-000041	AB	Murchison 	WU NanoSIMS & MPIC NanoSIMS	9.898		-26	31
SiC-2013-ZHA-000001	M	GRV 021710	WU NanoSIMS	43.8	1164	67	75
SiC-2013-ZHA-000002	M	GRV 021710	WU NanoSIMS	45.3			
SiC-2013-ZHA-000003	M	GRV 021710	WU NanoSIMS	60.9			
SiC-2013-ZHA-000004	Z	GRV 021710	WU NanoSIMS	57.3	660	-10	31
SiC-2013-ZHA-000005	M	GRV 021710	WU NanoSIMS	54.5			
SiC-2013-ZHA-000006	M	GRV 021710	WU NanoSIMS	67.7			
SiC-2013-ZHA-000007	M	GRV 021710	WU NanoSIMS	70.2			
SiC-2013-ZHA-000008	M	GRV 021710	WU NanoSIMS	70.2			
